orcid_origin,pmid,doi,article_qnr,all_authors_qnr
0000-0002-1397-4942,nan,10.1161/ATVBAHA.108.182279,Q37238436,['Q37841344']
0000-0002-1397-4942,nan,10.2215/CJN.12281211,Q37427000,['Q37841344']
0000-0002-1397-4942,nan,10.1161/ATVBAHA.114.303821,Q34270071,['Q37841344']
0000-0002-1397-4942,nan,10.1161/CIRCULATIONAHA.111.078436,Q36936495,"['Q37841344', 'Q49427904']"
0000-0001-6829-6942,nan,10.5787/30-2-171,Q58762055,['Q57895506']
0000-0001-6829-6942,nan,10.2307/3093111,Q58762102,['Q57895506']
0000-0001-6829-6942,nan,10.1080/03086530903157607,Q58504195,['Q57895506']
0000-0001-6829-6942,nan,10.2307/1514852,Q58762094,['Q57895506']
0000-0001-6829-6942,nan,10.1080/02582473.2010.519943,Q58762067,['Q57895506']
0000-0001-6829-6942,nan,10.1057/9780230290525_8,Q58762070,['Q57895506']
0000-0001-6829-6942,nan,10.1080/02582473.2011.569368,Q58762064,['Q57895506']
0000-0001-6829-6942,nan,10.1057/9780230393295,Q58762059,
0000-0001-6829-6942,nan,10.2307/2677469,Q58762107,['Q57895506']
0000-0001-6829-6942,nan,10.1177/0968344516666421,Q58762039,['Q57895506']
0000-0001-6829-6942,nan,10.2307/1514845,Q58762098,['Q57895506']
0000-0002-7746-8942,nan,10.1007/82_2017_47,Q47757958,['Q63743494']
0000-0002-7746-8942,nan,10.1155/2015/491641,Q43239293,['Q63743494']
0000-0002-7746-8942,12626445.0,10.1128/CDLI.10.2.216-220.2003,Q39736385,
0000-0003-1636-7942,nan,10.1172/JCI42358,Q33968131,"['Q1458081', 'Q90344276']"
0000-0003-1636-7942,nan,10.1016/S0925-4773(00)00405-6,Q73061364,['Q57320476']
0000-0003-1636-7942,nan,10.1038/33435,Q52188586,
0000-0003-1636-7942,nan,10.1023/A:1018444830518,Q73072600,['Q57320476']
0000-0003-1636-7942,nan,10.1007/BF01976504,Q52211244,['Q57320476']
0000-0003-3617-3942,nan,10.1080/02640414.2010.548822,Q83578297,['Q83461801']
0000-0003-3617-3942,nan,10.1155/2014/239708,Q33805322,"['Q64004214', 'Q83461801']"
0000-0003-3617-3942,nan,10.1080/02640414.2010.548822,Q83578297,['Q83461801']
0000-0003-2562-6942,nan,10.1080/09273948.2018.1510529,Q91181285,"['Q64906288', 'Q91181283']"
0000-0001-6389-0942,11767949.0,10.1515/BC.2001.194,Q43840170,
0000-0001-6389-0942,nan,10.1515/BC.2001.194,Q43840170,
0000-0001-6389-0942,nan,10.2174/0929867043455936,Q35668108,['Q58244241']
0000-0001-6389-0942,nan,10.1016/S0076-6879(06)13001-3,Q54453542,"['Q54453602', 'Q58244241']"
0000-0001-6389-0942,nan,10.1016/S0022-2836(02)01088-4,Q44235328,['Q58244241']
0000-0001-6389-0942,12460583.0,10.1016/S0022-2836(02)01088-4,Q44235328,['Q58244241']
0000-0001-6389-0942,17046388.0,10.1016/S0076-6879(06)13001-3,Q54453542,"['Q54453602', 'Q58244241']"
0000-0001-6389-0942,14965229.0,10.2174/0929867043455936,Q35668108,['Q58244241']
0000-0001-5869-6942,nan,10.1155/2012/971581,Q34408367,['Q40238850']
0000-0002-1545-1942,nan,10.1364/AO.46.000357,Q31093385,
0000-0002-1545-1942,nan,10.1364/AO.46.000357,Q31093385,
0000-0001-7146-0942,nan,10.1007/12_2017_1,Q58338133,"['Q1556677', 'Q44767206', 'Q52561023', 'Q59553292']"
0000-0003-3823-2942,nan,10.1063/1.4742152,Q51332561,"['Q51332619', 'Q60045850']"
0000-0003-3823-2942,nan,10.1063/1.3488102,Q42857424,"['Q42879486', 'Q51332619', 'Q60045850', 'Q86909009']"
0000-0003-3823-2942,nan,10.1088/0953-8984/19/42/425234,Q62681044,['Q57013884']
0000-0003-3823-2942,nan,10.1039/C5RA11459D,Q59730488,"['Q51715977', 'Q60045850']"
0000-0003-3823-2942,nan,10.1088/0953-8984/21/38/385405,Q84741270,"['Q51332619', 'Q59831847', 'Q60045850', 'Q86909009']"
0000-0003-3891-0942,26881711.0,10.2174/1568026616666160216154946,Q38735521,['Q69483163']
0000-0003-3891-0942,22911110.0,10.1158/1940-6207.CAPR-12-0294,Q36213589,['Q69483163']
0000-0003-3891-0942,23682075.0,10.1158/1940-6207.CAPR-13-0083,Q36999615,"['Q42289929', 'Q42414939']"
0000-0003-3891-0942,21502553.0,10.1200/JCO.2010.32.4467,Q35023503,
0000-0003-3891-0942,21372031.0,10.1158/1940-6207.CAPR-09-0014,Q30498812,"['Q29860729', 'Q69483163']"
0000-0003-3891-0942,10763008.0,10.1177/107327489700400201,Q33890620,['Q69483163']
0000-0003-3891-0942,27658890.0,10.1158/1940-6207.CAPR-15-0254,Q37470702,['Q69483163']
0000-0003-3891-0942,24755313.0,10.1158/1940-6207.CAPR-13-0438,Q34389438,['Q69483163']
0000-0003-3891-0942,21464034.0,10.1158/1940-6207.CAPR-11-0018,Q36786526,['Q69483163']
0000-0003-3891-0942,25189481.0,10.1158/1078-0432.CCR-14-0968,Q33417499,"['Q37829946', 'Q38640316', 'Q69483163']"
0000-0003-3891-0942,29252124.0,10.1200/JCO.2017.76.6915,Q49679908,['Q28320644']
0000-0003-3891-0942,26744449.0,10.1158/1940-6207.CAPR-15-0406,Q37114360,"['Q55816017', 'Q69483163']"
0000-0003-3891-0942,21163939.0,10.1158/1940-6207.CAPR-10-0182,Q34472750,['Q63437485']
0000-0003-3891-0942,15322315.0,10.1155/2004/295712,Q35867890,['Q69483163']
0000-0003-3891-0942,21158704.0,10.2174/138945011798184173,Q37821012,['Q69483163']
0000-0003-3891-0942,21372034.0,10.1158/1940-6207.CAPR-10-0313,Q34701702,
0000-0003-3891-0942,25604134.0,10.1158/1940-6207.CAPR-14-0148,Q35163569,"['Q69483163', 'Q79278459', 'Q86563725']"
0000-0003-3891-0942,25667274.0,10.1200/JCO.2014.58.2007,Q35168763,"['Q37829946', 'Q38640316', 'Q55716436', 'Q69483163']"
0000-0003-3891-0942,21733822.0,10.1158/1940-6207.CAPR-11-0078,Q35156358,"['Q78006947', 'Q78177958']"
0000-0003-3891-0942,25592632.0,10.1016/S1470-2045(14)71181-7,Q35462240,"['Q37829946', 'Q38640316', 'Q69483163']"
0000-0003-3891-0942,26429991.0,10.1158/1078-0432.CCR-15-1846,Q37210896,"['Q30513446', 'Q69483163']"
0000-0003-3891-0942,23531447.0,10.1158/1940-6207.CAPR-12-0322,Q37270040,
0000-0003-3891-0942,22371451.0,10.1158/1078-0432.CCR-11-2425,Q33161027,"['Q37829946', 'Q59566263', 'Q69483163']"
0000-0003-3891-0942,24985407.0,10.1158/1940-6207.CAPR-13-0424,Q34135248,"['Q43273032', 'Q51845664', 'Q69483163']"
0000-0003-3891-0942,24439931.0,10.1016/S1470-2045(13)70596-5,Q37638139,"['Q37829946', 'Q38640316', 'Q48504033', 'Q69483163']"
0000-0003-3891-0942,23382114.0,10.1158/1078-0432.CCR-12-2929,Q36698218,"['Q37829946', 'Q38640316', 'Q48504033', 'Q52985290', 'Q69483163']"
0000-0003-3891-0942,20103726.0,10.1158/1940-6207.CAPR-09-0268,Q33639871,
0000-0003-3891-0942,21636542.0,10.1158/1940-6207.CAPR-11-0214,Q35033296,
0000-0003-3891-0942,20504363.0,10.1186/1758-3284-2-12,Q33931069,['Q69483163']
0000-0003-3891-0942,24403288.0,10.1158/1940-6207.CAPR-13-0371,Q34976530,"['Q42174083', 'Q69483163']"
0000-0003-3891-0942,14621099.0,10.1183/09031936.03.00068403,Q51643432,['Q69483163']
0000-0001-7626-1942,nan,10.1097/BCR.0000000000000198,Q38271281,['Q83221809']
0000-0001-7626-1942,nan,10.1097/BCR.0000000000000401,Q39610340,['Q83221809']
0000-0001-7626-1942,nan,10.1097/BCR.0000000000000020,Q53636073,['Q83221809']
0000-0001-7626-1942,nan,10.1097/BCR.0000000000000437,Q39411131,['Q83221809']
0000-0001-7626-1942,nan,10.1097/BCR.0000000000000094,Q41624272,"['Q37366641', 'Q41160170', 'Q56855694', 'Q60614696']"
0000-0001-7626-1942,nan,10.4103/1817-1737.146872,Q34866307,"['Q37366641', 'Q41160170', 'Q83221809']"
0000-0003-0693-5942,nan,10.1080/15710880903393100,Q87475129,
0000-0003-4322-6942,20962522.0,10.1159/000321340,Q57606476,"['Q37628951', 'Q38322369', 'Q38545687']"
0000-0003-4322-6942,nan,10.1007/978-3-319-01574-3_7,Q57606433,"['Q37628951', 'Q54241891', 'Q64495494']"
0000-0003-4322-6942,nan,10.1007/978-3-319-01574-3_7,Q57606433,"['Q37628951', 'Q54241891', 'Q64495494']"
0000-0003-4322-6942,24029427.0,10.1681/ASN.2012111122,Q34370502,"['Q28050079', 'Q37628951', 'Q38322369', 'Q38545687', 'Q41581995', 'Q42630492', 'Q43188688', 'Q64495494', 'Q73543623']"
0000-0003-4322-6942,nan,10.1681/ASN.2012111122,Q34370502,"['Q28050079', 'Q37628951', 'Q38322369', 'Q38545687', 'Q41581995', 'Q42630492', 'Q43188688', 'Q64495494', 'Q73543623']"
0000-0003-4322-6942,nan,10.1159/000321340,Q57606476,"['Q37628951', 'Q38322369', 'Q38545687']"
0000-0003-4322-6942,nan,10.1681/ASN.2015101152,Q40545935,"['Q37628951', 'Q56298167', 'Q64495494', 'Q73543623']"
0000-0003-4322-6942,nan,10.1681/ASN.2016020231,Q30275890,"['Q27214742', 'Q29839540', 'Q37628951', 'Q37651715', 'Q38545687', 'Q39198096', 'Q45354617', 'Q49943995', 'Q51083144', 'Q56348599', 'Q56542061', 'Q62733235', 'Q64495494', 'Q73543623']"
0000-0001-8522-1942,nan,10.22190/FUME180503018P,Q57641956,
0000-0001-8522-1942,nan,10.1142/S0217595912500534,Q57642066,
0000-0001-8522-1942,nan,10.5897/IJPS11.1592,Q57642088,
0000-0001-8522-1942,nan,10.1155/2016/6972818,Q28603364,['Q57414813']
0000-0001-8522-1942,nan,10.1142/S0217595912500534,Q57642066,
0000-0001-8522-1942,nan,10.5897/IJPS11.1592,Q57642088,
0000-0001-8522-1942,nan,10.3233/IFS-151929,Q57642040,
0000-0001-8522-1942,nan,10.17559/TV-20140205170207,Q57642023,
0000-0001-8522-1942,nan,10.17559/TV-20140626104653,Q57642028,
0000-0001-8522-1942,nan,10.2298/YJOR140211018P,Q57642017,
0000-0002-9616-7942,nan,10.1109/ICIP.2014.7025293,Q60494693,['Q51530784']
0000-0002-9616-7942,nan,10.1109/FG.2015.7163129,Q60494675,['Q51530784']
0000-0002-9616-7942,nan,10.1145/2818346.2829994,Q60494688,['Q51530784']
0000-0002-9616-7942,nan,10.1109/ICCVW.2015.105,Q60494673,['Q51530784']
0000-0002-9616-7942,nan,10.1109/DICTA.2014.7008131,Q60494687,['Q51530784']
0000-0002-9616-7942,nan,10.1109/ICCVW.2013.61,Q60494699,['Q51530784']
0000-0002-9616-7942,nan,10.1109/ICPR.2010.919,Q58764228,
0000-0002-9616-7942,nan,10.1109/DICTA.2013.6691507,Q60494711,['Q51530784']
0000-0001-8361-3942,nan,10.1364/OE.27.027159,Q91052043,"['Q89997865', 'Q90000557']"
0000-0002-1815-0942,nan,10.1063/1.2046667,Q82168827,"['Q82168817', 'Q82168821']"
0000-0001-7705-3942,nan,10.1179/2047058413Y.0000000119,Q58607029,
0000-0001-7705-3942,nan,10.1155/2013/380536,Q59020816,
0000-0001-7705-3942,nan,10.1155/2013/380536,Q59020816,
0000-0002-7632-6942,nan,10.4103/1673-5374.152361,Q39490571,['Q84325154']
0000-0002-7632-6942,nan,10.4103/1673-5374.152361,Q39490571,['Q84325154']
0000-0002-7632-6942,30900183.0,10.1007/978-1-4939-9080-1_13,Q92545380,['Q84325154']
0000-0002-7632-6942,30900181.0,10.1007/978-1-4939-9080-1_11,Q92545365,['Q84325154']
0000-0002-7632-6942,nan,10.1101/509638,Q61228712,
0000-0002-7632-6942,26586818.0,10.1523/JNEUROSCI.0317-15.2015,Q47625276,"['Q84325154', 'Q94524427']"
0000-0002-7632-6942,25883606.0,10.4103/1673-5374.152361,Q39490571,['Q84325154']
0000-0002-7632-6942,nan,10.1523/JNEUROSCI.0317-15.2015,Q47625276,"['Q84325154', 'Q94524427']"
0000-0002-7632-6942,26586818.0,10.1523/JNEUROSCI.0317-15.2015,Q47625276,"['Q84325154', 'Q94524427']"
0000-0002-8804-4942,nan,10.1016/S0959-437X(00)00213-6,Q33335753,['Q54656654']
0000-0002-5765-1942,nan,10.1080/15287394.2018.1447522,Q88051731,['Q39024869']
0000-0002-5765-1942,nan,10.1080/87559129.2016.1175010,Q58758771,
0000-0002-5765-1942,nan,10.1080/19440049.2017.1422282,Q49570444,['Q39024869']
0000-0002-5765-1942,nan,10.1080/15287394.2014.890987,Q50683535,"['Q39024837', 'Q39024869', 'Q39051378', 'Q39051407', 'Q59674273']"
0000-0002-5765-1942,nan,10.1897/08-520.1,Q46086362,['Q39024869']
0000-0002-5765-1942,nan,10.1080/19440049.2013.874045,Q42450795,"['Q39024837', 'Q39024852', 'Q39024869', 'Q39051407', 'Q86934804']"
0000-0002-5765-1942,nan,10.1080/03067310902985081,Q58758964,
0000-0002-5765-1942,nan,10.1080/19440049.2016.1204666,Q41364874,"['Q39024852', 'Q39024869']"
0000-0002-5765-1942,nan,10.1897/07-496.1,Q46639483,['Q39024869']
0000-0002-5765-1942,nan,10.1080/15287394.2013.876696,Q57615895,"['Q39024837', 'Q39024852', 'Q39024869', 'Q39051378', 'Q39051407', 'Q59157774', 'Q86934804']"
0000-0002-3116-0942,30845862.0,10.1080/10428194.2019.1573367,Q92201573,['Q87678825']
0000-0002-3116-0942,29199482.0,10.1080/10428194.2017.1390234,Q49332656,"['Q53029920', 'Q87678825']"
0000-0002-3116-0942,29295650.0,10.1080/10428194.2017.1408086,Q47181301,['Q74988477']
0000-0001-5434-5942,nan,10.1088/2041-8205/810/2/L14,Q58911808,"['Q29020964', 'Q56547981', 'Q57735262', 'Q57743470', 'Q58913822', 'Q58914785']"
0000-0001-5434-5942,nan,10.1051/0004-6361/201935106,Q68943763,
0000-0001-5434-5942,nan,10.3847/0004-637X/820/2/118,Q57710733,"['Q29020964', 'Q53987076', 'Q56551120', 'Q56551967', 'Q57735262', 'Q58914785', 'Q59670083', 'Q59676301']"
0000-0001-5434-5942,nan,10.3847/0004-637X/832/1/78,Q59731308,"['Q2866314', 'Q29020964', 'Q44376416', 'Q56547452', 'Q56549282', 'Q56550413', 'Q56557116', 'Q59673570', 'Q59674796', 'Q59675382', 'Q60046038', 'Q60628620', 'Q63191748']"
0000-0001-5434-5942,nan,10.1088/0004-637X/806/1/110,Q56549420,"['Q23595930', 'Q44376416', 'Q53952738', 'Q56548884', 'Q56549282', 'Q56549422', 'Q56557116', 'Q59674796']"
0000-0001-5434-5942,nan,10.3847/0067-0049/227/2/19,Q58908099,"['Q29020964', 'Q53952713', 'Q56482119', 'Q58853643', 'Q60089635']"
0000-0002-1069-3942,nan,10.1364/OL.43.005635,Q93142121,['Q81536238']
0000-0003-0762-0942,nan,10.3233/CH-16152,Q39657719,"['Q56046766', 'Q57015032']"
0000-0003-0762-0942,27337990.0,10.1080/10428194.2016.1197396,Q87739348,"['Q38326931', 'Q38326950', 'Q56046766', 'Q56452807', 'Q57015032', 'Q57234551']"
0000-0003-0762-0942,28468005.0,10.1159/000457812,Q53243291,"['Q56046766', 'Q57015032', 'Q87986243']"
0000-0003-0762-0942,nan,10.1097/TP.0000000000001884,Q40125004,"['Q56046766', 'Q56452807', 'Q57015032', 'Q87986243']"
0000-0003-0762-0942,29991329.0,10.1177/0956462418779659,Q89506033,"['Q56046766', 'Q57015032', 'Q57080216', 'Q87986243']"
0000-0003-0762-0942,nan,10.3233/CH-152036,Q39987909,"['Q56046766', 'Q57015032']"
0000-0002-6824-6942,nan,10.1016/S1474-4422(14)70065-1,Q33955007,"['Q2247235', 'Q4758591', 'Q6237755', 'Q6253636', 'Q7177066', 'Q8018255', 'Q22280357', 'Q24265625', 'Q25308513', 'Q28050062', 'Q28468841', 'Q28777946', 'Q30003369', 'Q30089881', 'Q30112579', 'Q30434373', 'Q30504740', 'Q32424751', 'Q32424966', 'Q32425219', 'Q32425238', 'Q37374962', 'Q37380520', 'Q37836499', 'Q37839057', 'Q38327609', 'Q39700435', 'Q40284433', 'Q40285714', 'Q42293368', 'Q42407224', 'Q43170601', 'Q43188784', 'Q43188790', 'Q43222873', 'Q45304807', 'Q47209418', 'Q47503905', 'Q47503936', 'Q47697503', 'Q47816016', 'Q48570751', 'Q50765521', 'Q51346936', 'Q51844656', 'Q56488012', 'Q56613511', 'Q56816785', 'Q56825815', 'Q56839853', 'Q56850440', 'Q56909556', 'Q56998155', 'Q57420976', 'Q59662127', 'Q59942976', 'Q60010096', 'Q63409934', 'Q63967707', 'Q64855267', 'Q66718007', 'Q66724764', 'Q66729652', 'Q71772625']"
0000-0002-6824-6942,nan,10.1086/504727,Q42418588,"['Q4758591', 'Q6237755', 'Q30362304', 'Q38327609']"
0000-0002-6824-6942,nan,10.1097/NEN.0000000000000018,Q38311234,"['Q38327609', 'Q46910212']"
0000-0002-6824-6942,nan,10.1086/302451,Q34390852,"['Q16027968', 'Q30348931', 'Q30430416', 'Q37379735']"
0000-0002-6824-6942,nan,10.3233/JAD-2010-101011,Q58007016,"['Q38327609', 'Q39964242', 'Q41362963', 'Q47209418', 'Q50750222', 'Q52356985']"
0000-0002-6824-6942,nan,10.1186/1471-2377-5-11,Q24810778,"['Q4758591', 'Q30089850']"
0000-0002-6824-6942,nan,10.1159/000173710,Q46235360,"['Q38327609', 'Q43079651', 'Q50617525']"
0000-0002-6824-6942,nan,10.1177/1533317513488918,Q50899589,"['Q38327609', 'Q41362963', 'Q43551870', 'Q47209408', 'Q64780330']"
0000-0002-6824-6942,nan,10.1097/00041444-200306000-00005,Q40584283,"['Q16027968', 'Q30348931', 'Q30430416', 'Q38327609']"
0000-0002-6824-6942,nan,10.3233/JAD-131685,Q39016771,"['Q38327609', 'Q40221082', 'Q55755009', 'Q64517115', 'Q73598021']"
0000-0002-6824-6942,nan,10.2174/1389202914666131210212305,Q38188556,"['Q38327609', 'Q64855171']"
0000-0002-6824-6942,nan,10.1086/302133,Q33488077,"['Q16027968', 'Q30348931', 'Q30430416', 'Q37379735']"
0000-0002-6824-6942,nan,10.1177/0891988703256051,Q53256528,"['Q16027968', 'Q30348931', 'Q38327609']"
0000-0002-6824-6942,nan,10.3109/00207454.2012.697083,Q84418499,['Q38327609']
0000-0002-6824-6942,nan,10.1097/WAD.0000000000000002,Q46049312,['Q38327609']
0000-0002-6824-6942,nan,10.3378/027.084.0605,Q30662390,"['Q948631', 'Q37617255', 'Q38327609']"
0000-0001-9511-2942,nan,10.1590/S0103-50532012005000067,Q60359917,"['Q38802184', 'Q41357628', 'Q64433828']"
0000-0001-9511-2942,nan,10.5935/0103-5053.20130244,Q60359840,"['Q38802184', 'Q41357628', 'Q42705829', 'Q64433828']"
0000-0001-9511-2942,nan,10.5935/0103-5053.20130244,Q60359840,"['Q38802184', 'Q41357628', 'Q42705829', 'Q64433828']"
0000-0001-9511-2942,nan,10.1590/S0103-50532012005000067,Q60359917,"['Q38802184', 'Q41357628', 'Q64433828']"
0000-0003-2372-7942,20183742.0,10.1080/00207140903316169,Q51613645,['Q59668406']
0000-0003-2260-1942,nan,10.1161/CIRCINTERVENTIONS.115.003498,Q51537328,"['Q40579333', 'Q56930955']"
0000-0003-2260-1942,nan,10.2459/JCM.0000000000000397,Q36363558,"['Q40579333', 'Q56930955']"
0000-0003-2260-1942,nan,10.4244/EIJ-D-16-00247,Q48974875,"['Q40579333', 'Q56930955', 'Q57047373']"
0000-0003-2260-1942,nan,10.1159/000375313,Q43827826,"['Q40579333', 'Q44207473', 'Q61327242', 'Q79526722']"
0000-0003-2260-1942,nan,10.2459/JCM.0000000000000522,Q87730800,"['Q40579333', 'Q56930955', 'Q61084745']"
0000-0003-2260-1942,nan,10.1161/CIRCINTERVENTIONS.115.003148,Q40810431,"['Q40579333', 'Q56930955', 'Q89507440']"
0000-0003-2260-1942,nan,10.1097/MD.0000000000009297,Q49487161,"['Q40579333', 'Q79526722']"
0000-0003-2260-1942,nan,10.5603/CJ.2018.0084,Q91425741,"['Q40579333', 'Q56930955']"
0000-0003-2260-1942,nan,10.4244/EIJ-D-15-00246,Q50998073,"['Q40579333', 'Q56930955']"
0000-0003-2260-1942,nan,10.1111/1744-9987.12098,Q87653656,['Q79526722']
0000-0003-2260-1942,nan,10.1097/MCA.0000000000000168,Q85214958,"['Q40579333', 'Q79526722']"
0000-0001-9110-3942,nan,10.1088/0953-8984/25/27/275701,Q44893985,"['Q56995313', 'Q86590792']"
0000-0001-9110-3942,nan,10.1364/OL.39.006249,Q85894987,
0000-0001-8235-4942,nan,10.2196/11237,Q90094947,"['Q58870322', 'Q60319727', 'Q90094939', 'Q90094941']"
0000-0001-6751-7942,20606060.0,10.1177/0883073810374647,Q37770371,['Q42860002']
0000-0001-6751-7942,nan,10.1177/0883073810374647,Q37770371,['Q42860002']
0000-0001-6751-7942,nan,10.1097/NRL.0000000000000022,Q46187313,['Q42860002']
0000-0001-6751-7942,nan,10.1212/WNL.0000000000003709,Q58636935,['Q42860002']
0000-0002-2571-3942,nan,10.1590/S0102-86502011000400007,Q84643615,
0000-0002-2571-3942,nan,10.3171/PED-07/08/098,Q47722586,
0000-0002-1435-2942,nan,10.1039/C6RA20282A,Q59279592,
0000-0002-1435-2942,nan,10.2174/0929867323666160909155222,Q38955620,"['Q38328219', 'Q57059113']"
0000-0002-1435-2942,nan,10.1155/2014/250694,Q59039985,
0000-0001-6439-1942,nan,10.1088/0960-1317/23/7/075024,Q62599245,
0000-0001-6439-1942,nan,10.1038/NNANO.2011.36,Q83729174,"['Q42186433', 'Q54152365', 'Q54152371']"
0000-0001-6439-1942,nan,10.1088/0964-1726/19/7/075003,Q62599278,
0000-0003-1796-8942,nan,10.1080/14786419.2018.1425857,Q47803951,"['Q88615504', 'Q96065601']"
0000-0001-8200-4942,nan,10.1023/A:1022963103914,Q44453450,"['Q38321641', 'Q38321687', 'Q47504120', 'Q57416162', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/0167-5273(83)90196-1,Q54488248,['Q38321687']
0000-0001-8200-4942,nan,10.1186/1471-2482-13-S2-S35,Q26859700,"['Q38137116', 'Q38137124', 'Q38137196', 'Q38321596', 'Q38321619', 'Q38321641', 'Q38321687', 'Q44451800', 'Q46595493', 'Q47503724', 'Q57423119']"
0000-0001-8200-4942,nan,10.1159/000213681,Q71738513,['Q59694864']
0000-0001-8200-4942,nan,10.1016/S0014-5793(97)00749-7,Q58863689,"['Q37836844', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.3233/JAD-140513,Q38217715,"['Q38137116', 'Q38321619', 'Q38321641', 'Q38321687', 'Q57423119', 'Q59673199']"
0000-0001-8200-4942,nan,10.1016/S0167-4943(02)00122-X,Q75423612,"['Q38321641', 'Q38321687', 'Q47504120', 'Q59694864', 'Q61153398']"
0000-0001-8200-4942,nan,10.1097/00005344-199903000-00006,Q74590156,"['Q38321641', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.5414/CN107279,Q48433175,"['Q37634089', 'Q38321687', 'Q40383969', 'Q58353351', 'Q71015117', 'Q80538717']"
0000-0001-8200-4942,nan,10.1016/0735-1097(96)00070-8,Q71092541,"['Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1177/2047487313491656,Q50978052,"['Q38137116', 'Q38137196', 'Q38321596', 'Q38321619', 'Q38321641', 'Q38321687', 'Q47503724', 'Q57423119', 'Q59164720']"
0000-0001-8200-4942,nan,10.1161/CIRCHEARTFAILURE.113.000329,Q46169082,"['Q38137116', 'Q38137196', 'Q38321596', 'Q38321619', 'Q38321641', 'Q38321687', 'Q38321707', 'Q47503724', 'Q57423119', 'Q59188474']"
0000-0001-8200-4942,nan,10.1016/0278-5846(92)90023-8,Q51149346,"['Q38321687', 'Q47504120']"
0000-0001-8200-4942,nan,10.1080/03610730601166372,Q79963943,"['Q38321687', 'Q47504120', 'Q59694864', 'Q79716968']"
0000-0001-8200-4942,nan,10.1185/03007998109114270,Q67300203,"['Q38321687', 'Q43434527', 'Q47504120', 'Q59673199']"
0000-0001-8200-4942,nan,10.1016/S0735-1097(97)00256-8,Q43990714,"['Q37836844', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.2147/PGPM.S49799,Q38256143,"['Q38137116', 'Q38321687']"
0000-0001-8200-4942,nan,10.1016/S0735-1097(01)01560-1,Q58863669,"['Q37836844', 'Q38321687', 'Q41549310', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/0002-9149(86)90058-5,Q69583119,"['Q38321641', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/S0002-9149(97)89365-4,Q71003913,"['Q38321687', 'Q47504120']"
0000-0001-8200-4942,nan,10.3233/JAD-121813,Q38064688,"['Q38137116', 'Q38137196', 'Q38321596', 'Q38321619', 'Q38321641', 'Q38321687', 'Q47503724', 'Q57423119']"
0000-0001-8200-4942,nan,10.1097/00004872-199715020-00003,Q50907605,"['Q37634089', 'Q38321687', 'Q47504120']"
0000-0001-8200-4942,nan,10.1016/S0167-4943(96)00734-0,Q80577437,"['Q38321687', 'Q45918365']"
0000-0001-8200-4942,nan,10.1016/S0002-9149(99)80076-9,Q42277108,"['Q38321641', 'Q38321687']"
0000-0001-8200-4942,nan,10.7471/CT.2014.1694,Q87764284,"['Q38321687', 'Q46857851', 'Q47958163', 'Q52773781', 'Q64147721']"
0000-0001-8200-4942,nan,10.1016/0002-9149(92)91284-B,Q53394079,
0000-0001-8200-4942,nan,10.1097/MD.0000000000000918,Q36194529,"['Q38137116', 'Q38321619', 'Q38321641', 'Q38321687', 'Q46857851', 'Q59658444', 'Q61153398', 'Q63962298', 'Q72551298']"
0000-0001-8200-4942,nan,10.1016/S0167-4943(96)00733-9,Q48865067,"['Q45918365', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/S0735-1097(00)00722-1,Q58863675,"['Q37836844', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1161/CIRCULATIONAHA.113.002659,Q38266154,"['Q38137116', 'Q38137196', 'Q38321596', 'Q38321619', 'Q38321641', 'Q38321687', 'Q38321707', 'Q42831543', 'Q56697367', 'Q59188474']"
0000-0001-8200-4942,nan,10.1714/1261.13940,Q86645558,"['Q38321687', 'Q40593947']"
0000-0001-8200-4942,nan,10.1155/2012/728547,Q27025850,"['Q38137116', 'Q38321687', 'Q46857851', 'Q59658444', 'Q61153398', 'Q63962298']"
0000-0001-8200-4942,nan,10.1016/S0167-4943(02)00021-3,Q75423406,
0000-0001-8200-4942,nan,10.1016/S0002-9149(99)00564-0,Q73310494,"['Q38321641', 'Q38321687', 'Q47504120', 'Q57314367']"
0000-0001-8200-4942,nan,10.1016/0002-8703(83)90257-0,Q71721902,"['Q38321687', 'Q43434527', 'Q47504120', 'Q59673199']"
0000-0001-8200-4942,nan,10.1016/0022-2828(92)91081-F,Q67476775,"['Q38321641', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1177/1741826711422991,Q57695786,"['Q37836844', 'Q38321687', 'Q47504120', 'Q57416162', 'Q59548496', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/0002-9149(92)90548-D,Q44746669,"['Q38321641', 'Q38321687']"
0000-0001-8200-4942,nan,10.1109/IEMBS.2010.5626653,Q82546368,"['Q38321687', 'Q46857851', 'Q47504120', 'Q58912231', 'Q62058358']"
